id,name,description,xrefs,parents
0026724,superior parietal sulcus,A superficial feature of the parietal lobe that extends from the dorsal surface of the superior parietal lobule across the margin of the parietal lobe into the precuneus (Ono-90). (NN).,BIRNLEX:4011|neuronames:1611,BFO:0000050 some UBERON:0001872|UBERON:0035927
0026725,angular sulcus,A superficial feature of the parietal lobe. It is the portion of the superior temporal sulcus that extends into the angular gyrus (Ono-90). (NN).,BIRNLEX:4012|HBA:9384|neuronames:2386,BFO:0000050 some UBERON:0001872|BFO:0000050 some UBERON:0002686|BFO:0000050 some UBERON:0002734|UBERON:0014687|UBERON:0035927
0026775,Tootell and Hadjikhani (2001) LOC/LOP complex,Cortical parcel in occipital cortex of human according to Tootell and Hadjikhani 2001 that is activated preferentially by more peripheral stimuli compared to the adjacent lateral occipital central parcel.,BIRNLEX:4062,BFO:0000050 some UBERON:0002021|UBERON:0002616|UBERON:0010314
0027221,adrenergic system,"Any molecule, protein, cell, tissue or organ that is related to epinephrine (also known as adrenaline).",NLXANAT:1005023,UBERON:0025589
0027225,noradrenergic system,"Any molecule, protein, cell, tissue or organ that is related to norepinephrine (also known as noradrenaline).",NLXANAT:1005027,UBERON:0025589
0027239,dopaminergic system,"Any molecule, protein, cell, tissue or organ that is related to dopamine.",BTO:0003954|NLXANAT:100597,UBERON:0025589
0027245,matrix part of head of caudate nucleus,Matrix compartment located in the head of the caudate nucleus.,NLXANAT:1010005,BFO:0000050 some UBERON:0002626|UBERON:0029001
0027246,matrix part of tail of caudate nucleus,Matrix compartment located in the tail of the caudate nucleus.,NLXANAT:1010006,BFO:0000050 some UBERON:0002628|UBERON:0029001
0027333,arbor vitae,"The white matter contained within the cerebellum, lying deep to the granule cell layer in the cerebellar cortex, excluding the parts of the cerebellar peduncles that extend outside of the cerebellum. The deep cerebellar nuclei are embedded within the arbor vitae.",NLXANAT:20090101|neuronames:692,UBERON:0002317
0027368,matrix compartment,The larger of two chemoarchitectural compartments identified in the neostriatum through differential staining for various biochemical markers. It usually is identified through differentially high staining for acetylcholinesterase and calbinin D28K.,NLXANAT:20090503,UBERON:0025736
0027371,striosome,"One of two compartments identified in the neostriatum, particularly the caudate nucleus, on the basis of differential staining for several biochemical markers such as acetylcholinesterase and calbindin. In individual sections, the striosomes appear as small patches of differentially high or low staining activity. In three dimensions, they form a 3D labyrinth extending throughout the caudate nucleus and in the putamen.",NLXANAT:20090506,UBERON:0025736
0028194,spiral prominence of cochlear duct,"A projecting portion of the spiral ligament of the cochlea, bounding the lower edge of the stria vascularis and containing within it a blood vessel, the vas prominens.",BIRNLEX:2532|EMAPA:35799|FMA:77833|MA:0003003,BFO:0000050 some NCBITaxon:6072|BFO:0000050 some UBERON:0001855|UBERON:0000481|UBERON:0004121|UBERON:0010314
0028415,"Ongur, Price, and Ferry (2003) area 10m",Area 10m is a cortical area in the frontal lobe defined on multiple architectonic criteria.,BIRNLEX:4070,UBERON:0026777
0028434,"Ongur, Price, and Ferry (2003) area Ial",Insula agranular lateral area.,BIRNLEX:4089,UBERON:0026777
0028622,banks of superior temporal sulcus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the superior temporal gyrus and the caudal boundary the middle temporal gyrus. Within the FreeSurfer definition, this reflects primarily the posterior aspect of the superior temporal sulcus (Christine Fennema-Notestine).",BIRNLEX:862,BFO:0000050 some UBERON:0002734|CARO:0000000|UBERON:0000464
0028715,caudal anterior cingulate cortex,Component of the cingulate cortex. The rostral boundary was the first appearance of the genu of the corpus callosum whereas the caudal boundary was established as the first appearance of the mammillary bodies. The medial boundary was the medial aspect of the cortex. The supero-lateral boundary was the superior frontal gyrus whereas the infero-lateral boundary was the corpus callosum (Christine Fennema-Notestine).,BIRNLEX:967,BFO:0000050 some UBERON:0009835|UBERON:0002616|UBERON:0010314
0029001,matrix compartment of caudate nucleus,Matrix compartment located in the caudate nucleus.,NLXANAT:20090504,BFO:0000050 some UBERON:0001873|UBERON:0027368
0034671,arcuate sulcus,"Composite sulcus of the frontal lobe of the macaque. Located on the dorsolateral surface, it consists of the superior ramus of the arcuate sulcus (macaque), the inferior ramus of the arcuate sulcus and the spur of the arcuate sulcus (macaque) (neuronames:2379).",NLX:153910|neuronames:2379,BFO:0000050 some UBERON:0016525|UBERON:0013118
0034673,amygdalohippocampal area,A cytoarchitecturally defined portion of the periamygdalar area and the cortical amygdalar nucleus at the caudal extreme of the amygdala.,DHBA:10377|DMBA:15945|EMAPA:35124|EMAPA:35128|FMA:77607|HBA:4330|MA:0002917|PBA:10135|neuronames:2028,BFO:0000050 some UBERON:0001876|BFO:0000050 some UBERON:0006108|UBERON:0005401|UBERON:0007245
0034680,laryngeal prominence,A zone of thyroid cartilage formed by fusion of the two plate-like laminae of the cartilages.,BTO:0003656|FMA:55304,BFO:0000050 some UBERON:0001738|UBERON:0004119|UBERON:0010314|UBERON:0034944
0034690,external spermatic fascia,"A thin membrane, prolonged downward around the surface of the spermatic cord and testis. It is separated from the dartos tunic by loose areolar tissue. It is derived from the aponeurosis of the abdominal external oblique muscle.",FMA:69248,UBERON:0034688
0034693,cremasteric artery,"The cremasteric artery (external spermatic artery) is a branch of the Inferior epigastric artery which accompanies the spermatic cord, and supplies the Cremaster and other coverings of the cord, anastomosing with the testicular artery (internal spermatic artery in older texts). (In the female, the cremesteric artery is very small and accompanies the round ligament.).",FMA:70192,BFO:0000050 some UBERON:0001354|RO:0002380 some UBERON:0001354|UBERON:0004573
0034705,developing neuroepithelium,An embryonic or larval epithelium that is committed to form part of the nervous system.,AEO:0001008|BTO:0000314|EHDAA2_RETIRED:0004654|FMA:64807,BFO:0000050 some UBERON:0001016|CARO:0000000|UBERON:0000483
0034706,proliferating neuroepithelium,An epithelium that is undergoing proliferation to provide large numbers of neuronal cells.,AEO:0001009,UBERON:0034705
0034707,differentiating neuroepithelium,A neuroepithelium some of whose cells are undergoing terminal differentiation to become neuronal cells.,AEO:0001010,BFO:0000051 some CL:0000031|UBERON:0034705
0034711,cortical preplate,The layer of the developing cerebral cortex that is formed from the first cohort of neurons to migrate out of the cortical ventricular zone; split by the second wave into marginal zone and subplate.,EMAPA:35261,UBERON:0014950
0034715,pineal tract,A cranial nerve fiber tract that innervates the pineal body.,FMA:77600,BFO:0000050 some UBERON:0001017|BFO:0000050 some UBERON:0034714|CARO:0001001|RO:0002134 some UBERON:0001905|RO:0002380 some UBERON:0034714|UBERON:0011215|UBERON:0034713|obo:uberon/core#extends_fibers_into some UBERON:0001899
0034725,pterygopalatine nerve,"The pharyngeal nerve (pterygopalatine nerve) is a small branch arising from the posterior part of the pterygopalatine ganglion. It passes through the pharyngeal canal with the pharyngeal branch of the maxillary artery, and is distributed to the mucous membrane of the nasal part of the pharynx, behind the auditory tube.",FMA:52731,BFO:0000050 some UBERON:0000377|RO:0002380 some UBERON:0000377|UBERON:0011779
0034727,vestibular bulb artery,The artery of bulb of vestibule is a branch of the internal pudendal artery.,FMA:20900,BFO:0000050 some UBERON:0007315|RO:0002178 some UBERON:0013129|RO:0002380 some UBERON:0007315|UBERON:0003835|UBERON:0004573
0034728,autonomic nerve,"The autonomic nerve is a small nerve which carries postganglionic sympathetic and parasympathetic neurons from the zygomaticotemporal nerve; a branch of the maxillary nerve, to the lacrimal nerve; a branch of the ophthalmic nerve. These neurons derive from the superior cervical ganglion and the pterygopalatine ganglion respectively. They will travel to the lacrimal gland via the lacrimal nerve. Parasympathetic will induce lacrimation and vice versa.",EMAPA:37957|FMA:5866|MESH:D017776,BFO:0000050 some UBERON:0002410|BFO:0000050 some UBERON:0036264|RO:0002380 some UBERON:0036264|UBERON:0011779|obo:uberon/core#extends_fibers_into some UBERON:0001805
0034734,medial olfactory stria,The medial olfactory stria turns medialward behind the parolfactory area and ends in the subcallosal gyrus; in some cases a small intermediate stria is seen running backward to the anterior perforated substance.,DHBA:12076|DMBA:17779|FMA:77627|HBA:265505518|neuronames:2278,UBERON:0013199
0034735,oviduct albumen gland,"A gland in the glandular region of the oviduct that secretes albumen over the ovum. In birds there are two regions of the oviduct, the first secretes a thin chalaziferous albumen layer, the second secretes a thicker albumen layer.",BTO:0000054,BFO:0000050 some UBERON:0000993|UBERON:0005398
0034736,coracoclavicular ligament,Any ligament that connects the coracoid process with the clavicle.,FMA:26029,BFO:0000050 some UBERON:0003692|RO:0002176 some UBERON:0001105|RO:0002176 some UBERON:0006633|UBERON:0008846
0034743,inferior longitudinal fasciculus,"The inferior longitudinal fasciculus connects the temporal lobe and occipital lobe, running along the lateral walls of the inferior and posterior cornua of the lateral ventricle. The existence of this fasciculus independent from the occipitotemporal fasciculus has been questioned for the human being, such that it has been proposed that the term inferior longitudinal fasciculus be replaced by the term 'occipitotemporal projection'.",DHBA:10580|FMA:77632|HBA:9260|NeuroNamesCNID:538|neuronames:1443,BFO:0000050 some UBERON:0011299|BFO:0000050 some UBERON:0022247|UBERON:0022248
0034750,visual association cortex,Part of cortex considered to function in higher level visual functions.,NLX:143553,BFO:0000050 some UBERON:0000411|RO:0002216 some GO:0007601|UBERON:0035015|UBERON:8440011
0034751,primary auditory cortex,The part of the auditory cortex that is located on the superior temporal gyrus in the temporal lobe and receives point-to-point input from the ventral division of the medial geniculate complex.,DHBA:10236|FMA:272953|neuronames:1354,BFO:0000050 some UBERON:0001393|UBERON:0002616|UBERON:0010314
0034752,secondary auditory cortex,The part of the auditory cortex that receive more diffuse input from the belt areas of the medial geniculate complex.,DHBA:10239|FMA:272944|neuronames:1557,BFO:0000050 some UBERON:0001393|UBERON:0002616|UBERON:0010314
0034754,occipitofrontal fasciculus,"The occipitofrontal fasciculus passes backward from the frontal lobe, along the lateral border of the caudate nucleus, and on the medial aspect of the corona radiata; its fibers radiate in a fan-like manner and pass into the occipital and temporal lobes lateral to the posterior and inferior cornua.",DHBA:10588|HBA:9269,BFO:0000050 some UBERON:0011299|BFO:0000050 some UBERON:0022247|UBERON:0022248
0034762,areolar sweat gland,Any sweat gland that is part of an areola.,FMA:62149,BFO:0000050 some UBERON:0002032|UBERON:0000382
0034763,hindbrain commissure,Any commissure within the hindbrain.,TAO:0002199|ZFA:0001692,BFO:0000050 some UBERON:0002028|UBERON:0005970|UBERON:0010314
0034767,buccal vestibule,"The buccal vestibule is the space external to teeth and gums and internal to lips and cheeks. The proportion of its walls formed by the lips varies according to species depending upon their feeding action. The horse like most herbivores has a relatively small opening. The buccal vestibule opens to the outside rostrally via a U shaped slit the oral fissure. When the mouth is closed the buccal vestibule and the mouth cavity proper connect via spaces between and behind the teeth. These allow free communication between the two sides of the vestibule. Several salivary ducts open into the dorso caudal part of the vestibule: Parotid gland - opens into the cheek on the small parotid papilla, opposite to the caudal part of upper 4 th premolar teeth. Zygomatic gland - the main duct opens in the caudal part of the upper 1 st molar tooth on a small papilla near the vestibular fornix. Submucous glands - minimal in number, confined to the lower lip and adjacent part of the cheek. Secretion occurs through about 10 openings located near the fornix of the vestibule.",FMA:289320|MURDOCH:240,BFO:0000050 some UBERON:0000165|CARO:0000000|RO:0002220 some UBERON:0001833|RO:0002220 some UBERON:0006956|RO:0002220 some UBERON:0011595|UBERON:0000464
0034771,ventral commissural nucleus of spinal cord,The term commissural nucleus of the spinal cord refers to a group of cells in the medial portion of the anterior gray column; it corresponds roughly to lamina VIII.,FMA:73900|neuronames:1658,BFO:0000050 some UBERON:0002257|RO:0002131 some UBERON:0016579|UBERON:0011777
0034772,margin of eyelid,"The confluence of the mucosal surface of the conjunctiva, the edge of the orbicularis, and the cutaneous epithelium.",EMAPA:37905|FMA:59356,BFO:0000050 some UBERON:0001711|UBERON:0004121|UBERON:0034921
0034773,uncus of parahippocampal gyrus,"The anterior extremity of the Parahippocampal gyrus is recurved in the form of a hook, the uncus, which is separated from the apex of the temporal lobe by a slight fissure, the incisura temporalis. Although superficially continuous with the hippocampal gyrus, the uncus forms morphologically a part of the rhinencephalon. The term uncus was coined by Felix Vicq dbAzyr (1748b1794).",DHBA:12165|FMA:74884|NCIT:C33831|neuronames:40,BFO:0000050 some UBERON:0002973|UBERON:0002616|UBERON:0010314
0034873,bodily gas,Any substance in the body or expelled from the body that is in a gaseous state.,FMA:84580,RO:0000086 some PATO:0001547|UBERON:0000463
0034874,air in respiratory system,Any portion of gas located in a part of the respiratory system that is composed primarily of air.,FMA:84581,RO:0001025 some UBERON:0001004|RO:0002473 some CHEBI:25805|UBERON:0034947
0034876,future neurohypophysis,The outgrowth of neuroectoderm located on the floor of the embryonic hypothalamus that gives rise to the neurohypophysis (posterior lobe) of the pituitary gland.,EHDAA2:0004434|EMAPA:16647,BFO:0000050 some UBERON:0001894|BFO:0000050 some UBERON:0034875|RO:0002387 some UBERON:0002198|UBERON:0006598
0034877,angioblastic cord,The cordlike masses of splanchnic mesenchymal cells ventral to the primordial pericardial coelom that arrange themselves side by side to form the primordia of the endocardial heart tubes.,NCIT:C34106,CARO:0000000|RO:0002202 some UBERON:0004139|UBERON:0001048
0034885,viscerocranial mucosa,"Nonparenchymatous organ which consists of mucosae of the nose, mouth, pharyngotympanic tube, pharynx and larynx. Examples: There is only one viscerocranial mucosa.",FMA:59658,BFO:0000050 some UBERON:0007811|UBERON:0000344
0034889,posterior parietal cortex,"The posterior parietal cortex is a portion of the parietal lobe which manipulates mental images, and integrates sensory and motor portions of the brain. Some sources say that it consists of Brodmann area 5 and Brodmann area 7. Other sources say it is only area 7.",DHBA:10214,BFO:0000050 some UBERON:0016530|UBERON:0002616|UBERON:0010314
0034892,granular insular cortex,Granular region of the insular cortex.,BTO:0004341|DHBA:10290|neuronames:1192,BFO:0000050 some UBERON:0034891|UBERON:0002616|UBERON:0010314
0034893,agranular insular cortex,Agranular region of the insular cortex.,BTO:0004342|DHBA:10289|DHBA:10328|neuronames:1780,BFO:0000050 some UBERON:0034891|UBERON:0002616|UBERON:0010314
0034898,alveolar ridge of premaxilla,The thickened ridge of bone that contains the tooth sockets on the premaxilla.,AAO:0000397,BFO:0000050 some UBERON:0002244|UBERON:0004103
0034900,palatine process of premaxilla,Lingual ledge on the inner surface of the premaxilla.,AAO:0000414,BFO:0000050 some UBERON:0002244|UBERON:0010313|UBERON:4100000
0034901,cervical sympathetic nerve trunk,"The cervical ganglia are paravertebral ganglia of the sympathetic nervous system. These emerging postganglionic nerves synapse with preganglionic nerves from the thoracic spinal cord. They consist of three paravertebral ganglia: superior cervical ganglion middle cervical ganglion inferior cervical ganglion. The inferior ganglion may be fused with the first thoracic ganglion to form a single structure, the stellate ganglion. Nerves emerging from cervical sympathetic ganglia contribute to the cardiac plexus, among other things.",FMA:6261,BFO:0000050 some UBERON:0005434|UBERON:0004295
0034903,left atrium endocardium,Endocardium that is part of the left atrium.,FMA:7286|VHOG:0001226,BFO:0000050 some UBERON:0002079|UBERON:0002166
0034907,pineal parenchyma,Parenchymal tissue that forms the pineal gland.,NCIT:C41834,BFO:0000050 some UBERON:0001905|UBERON:0005158
0034909,intermaxillary suture,A cranial suture in the midline of the skull that connects the left and right maxilla bones.,FMA:52963,BFO:0000050 some UBERON:0001709|RO:0002176 some UBERON:0002397|UBERON:0003685|UBERON:0009199
0034921,multi organ part structure,An multicellular anatomical structure that has subparts of multiple organs as a part.,CARO:0020001,RO:0002473 some UBERON:0000064|UBERON:0010000
0034922,cell cluster,"A cluster of cells, largely surrounded by a morphological boundary.",CARO:0020002|FMA:62807,RO:0002219 some UBERON:0000015|UBERON:0010000
0034923,disconnected anatomical group,Material anatomical entity consisting of multiple anatomical structures that are not connected to each other.,CARO:0020000|FBbt:00007276,RO:0000086 some PATO:0010001|RO:0002180 min 2 UBERON:0000061|RO:0002473 some UBERON:0000061|UBERON:0000465
0034924,aligned anatomical group,An anatomical group whose members are arranged in a line.,CARO:0002002,UBERON:0034923
0034926,anatomical row,An anatomical collection that is arranged in a line.,FBbt:00100152,UBERON:0034925
0034927,arcuate artery of foot,"The arcuate artery of the foot (metatarsal artery) arises a little anterior to the lateral tarsal artery; it passes lateralward, over the bases of the metatarsal bones, beneath the tendons of the Extensor digitorum brevis, its direction being influenced by its point of origin; and its anastomoses with the lateral tarsal and lateral plantar arteries. This vessel gives off the second, third, and fourth dorsal metatarsal arteries. It is not present in all individuals.",FMA:44594,BFO:0000050 some UBERON:0001537|BFO:0000050 some UBERON:0002387|RO:0002170 some UBERON:0001539|RO:0002380 some UBERON:0001537|UBERON:0003521|UBERON:0004573
0034931,perforant path,"A pathway of fibers originating in the lateral part of the entorhinal area, perforating the subiculum of the hippocampus, and running into the stratum moleculare of the hippocampus, where these fibers synapse with others that go to the dentate gyrus. (Dorland, 28th ed).",DHBA:12080|HBA:265505250|MBA:713|MESH:D019580|NCIT:C13084|neuronames:2686,BFO:0000050 some RO:0002577|BFO:0000050 some UBERON:0011299|BFO:0000050 some UBERON:0022247|UBERON:0007702|UBERON:0010314|obo:uberon/core#extends_fibers_into some UBERON:0002304|obo:uberon/core#extends_fibers_into some UBERON:0002728|obo:uberon/core#extends_fibers_into some UBERON:0003876
0034932,epithelium of biliary system,The epithelial layer covering the biliary system. This includes the epithelium of the gallbladder (when present) as well as the intrahepatic and extrahepatic bile ducts.,BTO:0001513,BFO:0000050 some UBERON:0002294|UBERON:0000483
0034935,pars plicata of ciliary body,Corrugated anterior region of ciliary body where ciliary processes arise.,FMA:58431,BFO:0000050 some UBERON:0001775|UBERON:0000064|UBERON:0004121
0034936,pars plana of ciliary body,Flattened posterior region of ciliary body.,FMA:58480|NCIT:C33219,BFO:0000050 some UBERON:0001775|UBERON:0000064|UBERON:0004121
0034940,venous sinus cavity,An enlarged chamber in the blood sinus capable of accumulating a large volume of blood.,ZFA:0007073,BFO:0000050 some UBERON:0006615|RO:0002572 some UBERON:0006615|UBERON:0010161
0034946,gas excreted from digestive tract,Any excreted gas that is produced by the digestive tract.,FMA:78440,RO:0003001 some UBERON:0001555|UBERON:0034945
0034953,embryonic lymph sac,A population of lymphatic endothelial cell precursors that will form the lymph vessels.,NCIT:C34262,BFO:0000050 some UBERON:0000922|BFO:0000050 some UBERON:0006558|UBERON:0005291|UBERON:0007499
0034958,retroperitoneal embryonic lymph sac,An embryonic lymph sac that forms in the root of the mesentery on the posterior abdominal wall.,NCIT:C34285,UBERON:0034953
0034963,lateral fornix of vagina,The vaginal fornix that is to the side of the cervix.,FMA:19988,UBERON:0000051
0034964,superficial epigastric artery,"An artery that arises from the femoral artery and supplies the abdominal wall. It distributes branches to the superficial subinguinal lymph glands, the superficial fascia, and the integument; it anastomoses with branches of the inferior epigastric, and with its fellow of the opposite side.",FMA:20734,BFO:0000050 some UBERON:0001308|BFO:0000050 some UBERON:0002060|RO:0002380 some UBERON:0002060|UBERON:0004573|UBERON:0006349|obo:uberon/core#anastomoses_with some UBERON:0001354
0034965,middle thyroid vein,"The middle thyroid vein collects the blood from the lower part of the thyroid gland, and after being joined by some veins from the larynx and trachea, ends in the lower part of the internal jugular vein.",FMA:50823,RO:0002131 some UBERON:0001586|UBERON:0018246
0034971,aortic body,"One of several small clusters of chemoreceptors, baroreceptors, and supporting cells located along the aortic arch.",MESH:D001016|NCIT:C97112,BFO:0000050 some UBERON:0001508|BFO:0000050 some UBERON:0004535|RO:0002473 some CL:0000197|UBERON:0004120|UBERON:0005181|UBERON:0034979
0034972,jugular body,A nonchromaffin paraganglion located in the wall of the jugular bulb.,FMA:50848|MESH:D005924,BFO:0000050 some UBERON:0034980|UBERON:0004120|UBERON:0034979
0034978,paraganglion (generic),A cluster of neuroendocrine cells derived from neural crest. Paraganglia may be chromaffin or nonchromaffin.,FMA:15648,RO:0002202 some UBERON:0002342|RO:0002473 some CL:0000165|UBERON:0010001|UBERON:0010313
0034979,nonchromaffin paraganglion,A cluster of chemoreceptive and support cells associated with blood vessels and nerves.,MESH:D010234,RO:0002215 some GO:0009593|UBERON:0034978
0034983,ischial tuberosity,"A horizontal thickening onto which the muscles of the femur, such as the quadriceps and hamstring, attach.",FMA:17010|NCIT:C105446,UBERON:0005813
0034984,nerve to quadratus femoris,The nerve to quadratus femoris is a nerve that provides innervation to the quadratus femoris and gemellus inferior muscles.,FMA:78705,BFO:0000050 some UBERON:0034986|CARO:0001001|RO:0002134 some UBERON:0008537|RO:0002380 some UBERON:0034986|UBERON:0001021
0034986,sacral nerve plexus,"A nerve plexus which provides motor and sensory nerves for the posterior thigh, most of the lower leg, the entire foot, and part of the pelvis.",FMA:5909|NCIT:C12846,UBERON:0001815
0034987,lumbar nerve plexus,A nervous plexus in the lumbar region of the body which forms part of the lumbosacral plexus.,FMA:5908|NCIT:C12845,UBERON:0001815
0034995,jaw mesenchyme,Mesenchyme that is part of a developing jaw [Automatically generated definition].,EMAPA:32907|EMAPA:35454,BFO:0000050 some UBERON:0011595|CARO:0000000|UBERON:0005253
0035014,functional part of brain,"A brain region defined by functional criteria, e.g. auditory cortex, rather than by structural or histological criteria.",NLX:155513,UBERON:0002616
0035015,association cortex,Region of the cerebral cortex that integrates diverse sensory or motor information for purposeful action.,neuronames:1348,UBERON:0035014
0035017,nociceptor,"Peripheral receptors for pain. Nociceptors include receptors which are sensitive to painful mechanical stimuli, extreme heat or cold, and chemical stimuli. All nociceptors are free nerve endings.",MESH:D009619,BFO:0000050 some UBERON:0003942|RO:0002215 some GO:0050966|UBERON:0012449
0035018,thermoreceptor,Cellular receptors which mediate the sense of temperature. Thermoreceptors in vertebrates are mostly located under the skin. In mammals there are separate types of thermoreceptors for cold and for warmth and NOCICEPTORS which detect cold or heat extreme enough to cause pain.,MESH:D013823|NCIT:C13822,RO:0002215 some GO:0050961|UBERON:0012451
0035032,abdominal oblique muscle,Either the external or internal abdominal oblique muscles.,EMAPA:35603|MA:0003024|MESH:D000071596,BFO:0000050 some UBERON:0006635|UBERON:0002461
0035034,eyelid epithelium,An epithelium that is part of an eyelid [Automatically generated definition].,EMAPA:32758|MA:0003163,BFO:0000050 some UBERON:0001711|UBERON:0015808
0035036,naris epithelium,An epithelium that is part of a naris [Automatically generated definition].,EMAPA:35959|MA:0003172,BFO:0000050 some UBERON:0000003|UBERON:0000483
0035038,carpal tunnel,The fibro-osseous passageway on the palmar side of the wrist that connects the distal forearm to the middle compartment of the deep plane of the palm.,FMA:42352,BFO:0000050 some UBERON:0004452|CARO:0000000|UBERON:0004111|obo:uberon/core#conduit_for some UBERON:0001148
0035040,superior rectal artery,The superior rectal artery (superior hemorrhoidal artery) is an artery that descends into the pelvis to supply blood to the rectum.,FMA:14832|NCIT:C33677,BFO:0000050 some UBERON:0001183|RO:0002380 some UBERON:0001183|UBERON:0004573|UBERON:0035039
0035041,deep temporal artery,"The deep temporal arteries, two in number, anterior and posterior, ascend between the Temporalis and the pericranium. They supply the muscle, and anastomose with the middle temporal artery. The anterior communicates with the lacrimal artery by means of small branches which perforate the zygomatic bone and great wing of the sphenoid.",FMA:49742,BFO:0000050 some UBERON:0001616|BFO:0000050 some UBERON:0035551|RO:0002380 some UBERON:0001616|UBERON:0001632|UBERON:0010314
0035042,middle temporal artery,"The middle temporal artery arises immediately above the zygomatic arch, and, perforating the temporal fascia, gives branches to the Temporalis, anastomosing with the deep temporal branches of the internal maxillary. It occasionally gives off a zygomaticoC6rbital branch, which runs along the upper border of the zygomatic arch, between the two layers of the temporal fascia, to the lateral angle of the orbit.",FMA:49666,BFO:0000050 some UBERON:0001614|RO:0002170 some UBERON:0001627|RO:0002380 some UBERON:0001614|UBERON:0001632|UBERON:0004573|UBERON:0010314
0035043,temporal branch of lateral pretrosal artery,Part of lateral pretrosal artery which supplies blood to the eyelids.,AAO:0010495,BFO:0000050 some UBERON:3010494|RO:0002178 some UBERON:0001711|RO:0002380 some UBERON:3010494|UBERON:0001632|UBERON:0004573|UBERON:0010314|UBERON:0014770
0035044,olfactory cortex layer 3,Deepest layer of olfactory cortex.,NLX:152611,BFO:0000050 some UBERON:0002894|BSPO:0001107 some UBERON:0022318|RO:0002131 some UBERON:0014283|UBERON:0010314|UBERON:0011215|UBERON:0022303
0035049,excretory duct of salivary gland,"Any of the interlobular excretory ducts of a salivary gland which are found in the connective tissue septa and formed by the union of several intralobular striated (secretory) ducts[MP,generalized].",FMA:60052,BFO:0000050 some UBERON:0001044|UBERON:0001837|UBERON:0035050
0035076,parotid gland myoepithelium,"Epithelium that consists of stellate-shaped contractile cells with long dendritic processes that surround the secretory acini and intercalated ducts of the parotid gland, usually found in the glandular epithelium as a thin layer above the basement membrane but generally beneath the luminal cells; they display features of both smooth muscle and epithelium, such as numerous microfilaments with focal densities in the cytoplasmic processes, and desmosomes which attach them to the epithelial cells; their functions include contraction when the gland is stimulated to secrete, compressing or reinforcing the underlying parenchymal cells, thus aiding in the expulsion of saliva and preventing damage to the other cells.",EMAPA:37934,BFO:0000050 some UBERON:0001831|UBERON:0000420|UBERON:0003360
0035077,lateral nasal gland,"Any of the lateral nasal glands (the largest nasal secretory glands in rodents) which surround the maxillary sinus located in the lateral wall adjacent to each nasal passage and are characterized by cytologic features similar to those described for the major serous salivary glands; secretory contents of the LNG drain into the nasal vestibule; the LNG is a major site for the synthesis and secretion of odorant-binding proteins that serve as odorant carriers in nasal mucus; it also, synthesizes large amounts of immunoglobulin A, which is important for immune defense of the upper respiratory tract, and testosterone and salivary androgen-binding proteins, which are likely important in olfaction and reproductive behavior.",EMAPA:37894,RO:0002160 some NCBITaxon:9989|UBERON:0012278|obo:uberon/core#site_of some GO:0002377
0035085,anatomical plane,A flat anatomical 2D surface that bisects an anatomical structure or an anatomical space.,CARO:0001013|FMA:242982,UBERON:0006984
0035105,sac of scrotum,Any of the two testis-carrying compartments of the scrotum.,FMA:18251,BFO:0000050 some UBERON:0001300|RO:0002180 exactly 1 UBERON:0000473|UBERON:0000063|UBERON:0004120|UBERON:0005156
0035106,raphe of perineum,"The perineal raphe extends from the anus, through the mid-line of the scrotum (scrotal raphe) and upwards through the posterior mid-line aspect of the penis (penile raphe).",FMA:20244,BFO:0000050 some UBERON:0002356|BSPO:0005001 some UBERON:0002356|RO:0000086 some PATO:0002358|RO:0002202 some UBERON:0004876|UBERON:0004120|UBERON:0034929
0035108,temporalis fascia,"The temporal fascia covers the Temporalis muscle. It is a strong, fibrous investment, covered, laterally, by the Auricularis anterior and superior, by the galea aponeurotica, and by part of the Orbicularis oculi. The superficial temporal vessels and the auriculotemporal nerve cross it from below upward. Above, it is a single layer, attached to the entire extent of the superior temporal line; but below, where it is fixed to the zygomatic arch, it consists of two layers, one of which is inserted into the lateral, and the other into the medial border of the arch. A small quantity of fat, the orbital branch of the superficial temporal artery, and a filament from the zygomatic branch of the maxillary nerve, are contained between these two layers. It affords attachment by its deep surface to the superficial fibers of the Temporalis.",FMA:53996|MFMO:0000105,BFO:0000050 some UBERON:0001456|UBERON:0003566|UBERON:0008982
0035109,plantar nerve,A nerve that innervates the sole of the foot. Planar nerves arise from the posterior branch of the tibial nerve.,NCIT:C77674,BFO:0000050 some UBERON:0001323|BFO:0000050 some UBERON:0002103|CARO:0001001|RO:0002134 some UBERON:0008338|RO:0002380 some UBERON:0001323|UBERON:0003431
0035110,lateral plantar nerve,"A plantar nerve that supplies the lateral side of the plantar part of the foot, including pedal digit 5.",FMA:44724,RO:0002134 some UBERON:0003635|UBERON:0035109
0035111,medial plantar nerve,"A plantar nerve that supplies the medial side of the plantar part of the foot, including pedal digit 1.",FMA:44716,RO:0002134 some UBERON:0003631|UBERON:0035109
0035120,fauces,Lateral walls of the oropharynx that are located medial to the palatoglossal folds.,FMA:55019,BFO:0000050 some UBERON:0001729|UBERON:0000328|UBERON:0004119
0035122,interincisive suture,"Median palatine suture of the palatine processes of the maxillary bones, and the median suture of the palatine bones.",FMA:75777,BFO:0000050 some UBERON:0003216|BSPO:0005001 some UBERON:0003216|UBERON:0010313|UBERON:4200215
